Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Lag_Sales_D-7,Lag_Inventory_D-1,Target_Sales_D+7,Day_of_Week
15-12-2022,S003,P0012,Groceries,South,460,144,186,146.34,72.49,20,Rainy,0,70.35,Spring,203,202,742,3
15-12-2022,S005,P0012,Groceries,South,131,124,148,142.77,21.3,5,Sunny,0,24.7,Autumn,436,460,811,3
16-12-2022,S002,P0012,Groceries,West,309,38,50,50.26,29,20,Snowy,1,24.47,Summer,155,131,1076,4
16-12-2022,S004,P0012,Groceries,East,273,226,21,241.44,30.51,10,Cloudy,0,34.61,Summer,84,309,1099,4
17-12-2022,S001,P0012,Groceries,East,249,72,195,65.6,22.05,15,Rainy,0,18.8,Summer,10,273,1345,5
18-12-2022,S003,P0012,Groceries,West,131,90,132,92.33,36.75,15,Cloudy,0,39.28,Winter,46,249,1308,6
20-12-2022,S003,P0012,Groceries,North,462,117,59,129.24,80.44,20,Snowy,0,85.41,Autumn,48,131,1328,1
20-12-2022,S004,P0012,Groceries,North,485,409,109,410.16,24.5,5,Snowy,1,23.29,Autumn,144,462,1456,1
22-12-2022,S002,P0012,Groceries,West,276,147,138,154.72,66.11,0,Snowy,1,63.61,Autumn,124,485,1445,3
22-12-2022,S003,P0012,Groceries,South,378,284,96,288.72,49.38,0,Snowy,0,48.96,Summer,38,276,1128,3
22-12-2022,S005,P0012,Groceries,South,349,189,60,185.14,90.51,0,Sunny,0,88.06,Autumn,226,378,982,3
24-12-2022,S003,P0012,Groceries,East,218,92,118,87.6,53.74,20,Rainy,0,57.61,Winter,72,349,792,5
25-12-2022,S002,P0012,Groceries,South,449,218,127,215.37,29.08,20,Snowy,0,27.14,Summer,90,218,751,6
25-12-2022,S004,P0012,Groceries,South,180,106,138,113.9,71.48,20,Sunny,1,71.06,Winter,117,449,714,6
25-12-2022,S005,P0012,Groceries,West,488,92,88,89.24,13.79,15,Cloudy,1,12.15,Autumn,409,180,989,6
26-12-2022,S001,P0012,Groceries,North,195,1,80,1.85,34.11,10,Cloudy,1,30.38,Autumn,147,488,921,0
26-12-2022,S002,P0012,Groceries,East,214,94,191,100.58,95.23,0,Rainy,1,91.61,Summer,284,195,929,0
31-12-2022,S004,P0012,Groceries,East,462,148,163,160.71,17.64,20,Sunny,0,22.06,Autumn,189,214,1031,5
31-12-2022,S005,P0012,Groceries,South,100,55,75,49.34,51.84,5,Snowy,1,51.61,Winter,92,462,1051,5
01-01-2023,S004,P0012,Groceries,East,497,493,25,512.36,55.09,0,Cloudy,1,59.82,Spring,218,100,1154,6
02-01-2023,S003,P0012,Groceries,East,55,38,197,55.85,63.02,15,Sunny,1,64.05,Summer,106,497,1353,0
02-01-2023,S004,P0012,Groceries,North,141,100,55,103.56,99.98,0,Sunny,1,97.53,Winter,92,55,911,0
03-01-2023,S003,P0012,Groceries,North,178,103,112,94.85,94.08,15,Cloudy,0,96.18,Autumn,1,141,934,1
04-01-2023,S001,P0012,Groceries,West,286,114,126,128.55,73.81,15,Rainy,1,78.75,Summer,94,178,857,2
05-01-2023,S005,P0012,Groceries,East,387,251,195,245.5,41.71,15,Cloudy,1,41.67,Spring,148,286,951,3
06-01-2023,S001,P0012,Groceries,South,271,254,198,260.87,55.17,20,Sunny,1,54.19,Spring,55,387,1098,4
06-01-2023,S002,P0012,Groceries,West,92,51,26,50.4,67.21,15,Snowy,0,67.03,Summer,493,271,1015,4
06-01-2023,S004,P0012,Groceries,South,289,61,81,60.67,67.58,20,Sunny,0,64.54,Autumn,38,92,775,4
07-01-2023,S003,P0012,Groceries,East,261,23,75,17.1,74.17,10,Snowy,1,69.54,Summer,100,289,739,5
08-01-2023,S003,P0012,Groceries,East,316,197,59,213.87,64.4,0,Snowy,0,68.7,Spring,103,261,786,6
09-01-2023,S002,P0012,Groceries,North,265,261,161,264.63,47.81,20,Cloudy,1,50.1,Summer,114,316,1032,0
09-01-2023,S005,P0012,Groceries,East,173,168,157,159.29,72.63,0,Snowy,1,73.5,Summer,251,265,1078,0
11-01-2023,S002,P0012,Groceries,East,66,14,71,7.38,44.05,20,Cloudy,1,45.14,Summer,254,173,979,2
11-01-2023,S003,P0012,Groceries,South,275,15,46,18.02,14.16,20,Sunny,1,9.95,Autumn,51,66,866,2
11-01-2023,S004,P0012,Groceries,South,255,108,75,125.07,82.16,10,Snowy,0,80.52,Summer,61,275,868,2
12-01-2023,S002,P0012,Groceries,South,344,269,89,286.37,57.22,5,Snowy,1,54.62,Summer,23,255,987,3
17-01-2023,S001,P0012,Groceries,West,253,243,71,238.04,20.96,10,Snowy,0,18.57,Spring,197,344,1235,1
17-01-2023,S002,P0012,Groceries,North,311,162,47,160.24,74.6,0,Cloudy,1,73.43,Autumn,261,253,1063,1
17-01-2023,S004,P0012,Groceries,South,470,55,83,74.31,59.06,5,Sunny,0,61.65,Summer,168,311,877,1
18-01-2023,S002,P0012,Groceries,South,227,16,123,17.14,79.57,10,Rainy,1,82.37,Winter,14,470,1142,2
18-01-2023,S003,P0012,Groceries,South,479,134,111,151.2,88.5,5,Snowy,1,92.73,Spring,15,227,1101,2
18-01-2023,S005,P0012,Groceries,South,424,356,30,364.21,57.67,10,Rainy,0,54.87,Spring,108,479,1161,2
19-01-2023,S004,P0012,Groceries,East,176,97,48,90.65,76.54,10,Cloudy,0,75.98,Spring,269,424,1448,3
19-01-2023,S005,P0012,Groceries,North,61,57,131,74.37,13.95,0,Rainy,0,16.58,Summer,243,176,1305,3
20-01-2023,S002,P0012,Groceries,South,492,427,142,433.23,11.77,10,Cloudy,1,12.67,Summer,162,61,1282,4
21-01-2023,S005,P0012,Groceries,South,213,14,118,22.66,90.13,10,Snowy,1,86.78,Winter,55,492,1237,5
22-01-2023,S002,P0012,Groceries,North,145,76,145,92.47,10.04,20,Sunny,0,13.01,Winter,16,213,948,6
23-01-2023,S004,P0012,Groceries,North,487,421,67,425.42,57.3,5,Sunny,0,61.05,Spring,134,145,1069,0
24-01-2023,S004,P0012,Groceries,North,388,213,153,209.2,68.95,0,Rainy,1,65.5,Summer,356,487,1096,1
25-01-2023,S001,P0012,Groceries,East,78,74,163,73.22,99.84,15,Cloudy,0,98.76,Autumn,97,388,748,2
25-01-2023,S003,P0012,Groceries,West,290,12,200,3.97,37.4,15,Cloudy,0,32.91,Summer,57,78,554,2
26-01-2023,S003,P0012,Groceries,East,196,138,178,139.53,13.3,20,Rainy,0,13.27,Summer,427,290,707,3
28-01-2023,S004,P0012,Groceries,North,313,135,81,138.05,12.56,0,Sunny,1,13.94,Autumn,14,196,824,5
29-01-2023,S001,P0012,Groceries,East,185,103,63,103.2,30.33,0,Snowy,0,30.64,Winter,76,313,779,6
29-01-2023,S003,P0012,Groceries,West,137,73,114,69.53,16.37,15,Rainy,0,19.87,Summer,421,185,647,6
29-01-2023,S005,P0012,Groceries,East,89,19,179,37.69,62.41,15,Snowy,0,64.22,Winter,213,137,773,6
30-01-2023,S003,P0012,Groceries,North,449,227,47,225.02,19.61,20,Rainy,1,24.45,Autumn,74,89,780,0
30-01-2023,S004,P0012,Groceries,North,166,129,57,145.76,18.29,20,Cloudy,1,17.71,Spring,12,449,766,0
31-01-2023,S002,P0012,Groceries,South,128,93,56,112.63,13.77,10,Cloudy,1,16.75,Summer,138,166,562,1
31-01-2023,S004,P0012,Groceries,North,159,3,56,1.86,17.79,0,Sunny,0,15.88,Spring,135,128,525,1
01-02-2023,S001,P0012,Groceries,North,272,229,117,222.65,87.26,10,Snowy,0,91.77,Spring,103,159,528,2
02-02-2023,S001,P0012,Groceries,North,179,80,154,88.83,12.78,10,Cloudy,0,13.55,Winter,73,272,779,3
03-02-2023,S003,P0012,Groceries,West,275,5,31,23.88,99.8,15,Rainy,0,102.95,Autumn,19,179,572,4
05-02-2023,S003,P0012,Groceries,North,64,23,159,38.54,52.32,20,Sunny,0,56.35,Summer,227,275,520,6
06-02-2023,S002,P0012,Groceries,North,174,92,25,102.55,75.66,20,Cloudy,0,80.1,Autumn,129,64,538,0
07-02-2023,S002,P0012,Groceries,West,158,96,23,95.17,69.22,15,Cloudy,1,67.05,Spring,93,174,607,1
07-02-2023,S004,P0012,Groceries,North,296,254,180,256.79,13.2,0,Sunny,0,15.12,Autumn,3,158,616,1
08-02-2023,S005,P0012,Groceries,North,178,22,94,18.07,80.1,0,Snowy,0,81.42,Autumn,229,296,901,2
09-02-2023,S001,P0012,Groceries,South,195,28,74,39.27,99.18,10,Cloudy,1,97.88,Spring,80,178,951,3
09-02-2023,S003,P0012,Groceries,West,145,23,42,37.88,27.54,20,Snowy,0,28.03,Winter,5,195,968,3
10-02-2023,S005,P0012,Groceries,West,307,92,33,92.55,80.14,5,Cloudy,0,75.38,Spring,23,145,940,4
11-02-2023,S002,P0012,Groceries,North,250,101,85,105.7,96.83,5,Cloudy,0,97.66,Spring,92,307,964,5
12-02-2023,S002,P0012,Groceries,East,411,381,82,396.15,10.17,20,Cloudy,0,7.24,Spring,96,250,1101,6
13-02-2023,S002,P0012,Groceries,North,310,304,150,322.6,97.04,5,Rainy,0,94.38,Spring,254,411,1151,0
14-02-2023,S003,P0012,Groceries,North,371,39,40,50.81,33.02,10,Snowy,0,32.57,Winter,22,310,822,1
16-02-2023,S003,P0012,Groceries,East,113,0,157,2.78,40.63,20,Cloudy,0,44.87,Spring,28,371,787,3
16-02-2023,S004,P0012,Groceries,West,258,47,93,47.44,45.57,5,Rainy,0,48.5,Summer,23,113,778,3
17-02-2023,S003,P0012,Groceries,West,284,229,92,244.95,69.64,5,Rainy,0,69,Summer,92,258,922,4
17-02-2023,S005,P0012,Groceries,South,240,151,160,152.09,74.52,0,Cloudy,1,73.58,Spring,101,284,900,4
18-02-2023,S002,P0012,Groceries,North,74,52,28,68.16,45.79,5,Rainy,0,42,Spring,381,240,904,5
19-02-2023,S003,P0012,Groceries,North,496,269,167,270.66,62.87,5,Rainy,1,63.38,Autumn,304,74,998,6
20-02-2023,S001,P0012,Groceries,South,282,30,178,25.4,67.37,15,Sunny,0,66.47,Summer,39,496,1219,0
20-02-2023,S002,P0012,Groceries,West,179,144,58,146.16,12.5,20,Snowy,0,9.48,Spring,0,282,1008,0
20-02-2023,S004,P0012,Groceries,South,343,25,73,17.68,89.69,20,Cloudy,1,90.2,Spring,47,179,1111,0
23-02-2023,S003,P0012,Groceries,East,242,233,73,225.06,27.32,5,Sunny,1,24.7,Winter,229,343,1133,3
23-02-2023,S004,P0012,Groceries,North,431,245,117,240.13,70.9,15,Sunny,1,72.27,Autumn,151,242,1217,3
24-02-2023,S004,P0012,Groceries,South,289,273,67,279.36,17.62,10,Rainy,1,15.3,Winter,52,431,1284,4
25-02-2023,S005,P0012,Groceries,West,59,58,177,65.27,80.8,10,Rainy,0,78.88,Spring,269,289,1077,5
26-02-2023,S003,P0012,Groceries,East,308,133,152,144.56,73.73,0,Snowy,1,69.87,Spring,30,59,928,6
01-03-2023,S001,P0012,Groceries,South,338,166,196,171.34,66.25,10,Cloudy,1,63.37,Autumn,144,308,915,2
03-03-2023,S004,P0012,Groceries,South,219,109,83,109.92,49.62,0,Cloudy,1,47.76,Autumn,25,338,813,4
04-03-2023,S004,P0012,Groceries,North,331,300,31,306.65,16.18,10,Snowy,0,17.5,Winter,233,219,673,5
07-03-2023,S004,P0012,Groceries,North,73,38,186,33.81,48.76,20,Rainy,1,47.92,Spring,245,331,654,1
07-03-2023,S005,P0012,Groceries,West,333,124,135,140.63,35.35,0,Sunny,1,36.38,Spring,273,73,474,1
09-03-2023,S004,P0012,Groceries,North,186,45,23,46.4,71.68,0,Cloudy,1,70.82,Summer,58,333,457,3
10-03-2023,S003,P0012,Groceries,South,228,31,124,28.3,82.86,20,Snowy,0,85.01,Summer,133,186,382,4
12-03-2023,S002,P0012,Groceries,North,230,26,183,37.09,46.26,15,Sunny,0,43.95,Spring,166,228,643,6
12-03-2023,S005,P0012,Groceries,West,231,90,192,107.23,27.14,10,Snowy,0,26.82,Summer,109,230,680,6
13-03-2023,S001,P0012,Groceries,South,243,120,69,110.68,40.91,15,Cloudy,0,41.82,Spring,300,231,785,0
14-03-2023,S003,P0012,Groceries,West,326,21,56,22.84,13.3,20,Snowy,0,10.36,Autumn,38,243,758,1
15-03-2023,S001,P0012,Groceries,East,332,49,195,66.52,92.01,5,Cloudy,1,92.14,Winter,124,326,675,2
17-03-2023,S001,P0012,Groceries,East,369,306,182,315.33,94.98,20,Cloudy,1,90.05,Spring,45,332,723,4
17-03-2023,S002,P0012,Groceries,South,147,68,146,62.96,39.65,5,Sunny,0,41.16,Summer,31,369,952,4
18-03-2023,S004,P0012,Groceries,South,387,131,79,131.34,36.59,20,Snowy,0,34.3,Spring,26,147,830,5
19-03-2023,S001,P0012,Groceries,South,121,63,106,59.27,99.64,0,Rainy,1,98.95,Winter,90,387,978,6
19-03-2023,S002,P0012,Groceries,South,107,37,197,38.45,51.62,10,Sunny,0,51.69,Autumn,120,121,1149,6
20-03-2023,S002,P0012,Groceries,North,100,69,67,88.93,88.08,10,Cloudy,0,92.8,Winter,21,107,1422,0
20-03-2023,S003,P0012,Groceries,East,458,278,108,269.82,87.01,15,Cloudy,0,85.93,Autumn,49,100,1658,0
21-03-2023,S002,P0012,Groceries,South,305,184,181,180.2,44.41,5,Sunny,1,46.53,Autumn,306,458,1596,1
22-03-2023,S001,P0012,Groceries,North,360,216,108,212.27,44.35,10,Rainy,1,46.58,Winter,68,305,1326,2
24-03-2023,S003,P0012,Groceries,East,369,302,48,309.49,40.45,5,Snowy,1,41.32,Summer,131,360,1253,4
24-03-2023,S004,P0012,Groceries,West,367,336,172,331.53,97.13,20,Sunny,1,92.69,Autumn,63,369,1362,4
24-03-2023,S005,P0012,Groceries,South,381,273,23,277.75,71.87,10,Cloudy,1,76.04,Winter,37,367,1064,4
25-03-2023,S001,P0012,Groceries,East,51,7,116,-0.36,24.84,20,Rainy,0,23.35,Spring,69,381,939,5
25-03-2023,S002,P0012,Groceries,North,66,8,136,21.86,84.64,20,Cloudy,0,88.4,Autumn,278,51,744,5
26-03-2023,S001,P0012,Groceries,West,205,111,45,125.5,38.97,20,Rainy,1,42.07,Spring,184,66,806,6
26-03-2023,S003,P0012,Groceries,East,391,325,131,344.95,78.97,15,Sunny,1,74.26,Autumn,216,205,822,6
27-03-2023,S003,P0012,Groceries,South,121,4,141,1.54,62.95,10,Rainy,1,58.25,Autumn,302,391,896,0
29-03-2023,S001,P0012,Groceries,North,285,211,26,224.25,38.77,10,Cloudy,0,36.45,Winter,336,121,604,2
29-03-2023,S002,P0012,Groceries,East,267,78,116,95.87,48.21,0,Snowy,0,50.39,Summer,273,285,741,2
02-04-2023,S001,P0012,Groceries,North,159,69,157,75.88,72.66,15,Rainy,1,74.99,Summer,7,267,707,6
02-04-2023,S002,P0012,Groceries,South,90,24,48,25.4,34.81,20,Rainy,1,37.24,Winter,8,159,640,6
04-04-2023,S002,P0012,Groceries,East,320,185,52,179.21,36.88,0,Sunny,1,33.66,Spring,111,90,691,1
04-04-2023,S005,P0012,Groceries,South,306,33,44,45.01,68.11,5,Snowy,1,64.97,Summer,325,320,853,1
05-04-2023,S005,P0012,Groceries,South,163,141,177,160.97,88.77,15,Rainy,1,85.3,Autumn,4,306,777,2
06-04-2023,S001,P0012,Groceries,North,214,177,149,177.99,20.51,10,Snowy,1,16.57,Autumn,211,163,1041,3
06-04-2023,S004,P0012,Groceries,West,138,11,49,12.71,48.22,5,Rainy,0,49.79,Summer,78,214,1107,3
06-04-2023,S005,P0012,Groceries,North,291,120,140,114.9,43.47,5,Snowy,0,43.59,Winter,69,138,1198,3
07-04-2023,S001,P0012,Groceries,East,464,186,111,181.91,37.76,20,Rainy,0,38.43,Summer,24,291,1290,4
08-04-2023,S002,P0012,Groceries,North,207,109,198,128.25,77.49,5,Snowy,0,74.77,Winter,185,464,1410,5
08-04-2023,S003,P0012,Groceries,South,330,297,198,310.26,12.14,10,Cloudy,1,13.92,Spring,33,207,1362,5
08-04-2023,S004,P0012,Groceries,West,362,207,146,200.85,13.88,10,Snowy,1,10.74,Spring,141,330,1353,5
09-04-2023,S002,P0012,Groceries,South,361,268,169,286.42,97.27,15,Sunny,1,99.16,Spring,177,362,1189,6
11-04-2023,S003,P0012,Groceries,West,138,103,170,107.56,15.39,0,Sunny,0,11.08,Autumn,11,361,1177,1
12-04-2023,S002,P0012,Groceries,East,376,240,179,230.21,67.96,20,Sunny,1,72.38,Summer,120,138,1014,2
12-04-2023,S005,P0012,Groceries,West,140,138,41,142.43,97.18,0,Sunny,0,92.34,Autumn,186,376,980,2
14-04-2023,S003,P0012,Groceries,East,421,100,85,96.54,14.04,5,Rainy,1,15.21,Spring,109,140,812,4
16-04-2023,S003,P0012,Groceries,South,134,133,151,147.67,95.64,10,Sunny,1,96.46,Winter,297,421,938,6
17-04-2023,S001,P0012,Groceries,South,202,195,154,187.59,39.75,5,Rainy,1,37.35,Winter,207,134,880,0
17-04-2023,S004,P0012,Groceries,East,135,105,29,101.79,48.46,0,Cloudy,0,51.96,Spring,268,202,790,0
18-04-2023,S001,P0012,Groceries,West,362,69,136,88.49,78.41,0,Cloudy,1,76.29,Winter,103,135,867,1
19-04-2023,S002,P0012,Groceries,West,238,72,42,79.87,45.31,10,Cloudy,0,44.23,Summer,240,362,860,2
20-04-2023,S004,P0012,Groceries,North,340,264,135,268.61,31.96,15,Sunny,1,30.13,Spring,138,238,802,3
22-04-2023,S002,P0012,Groceries,West,155,42,118,42.19,23.27,20,Sunny,0,18.75,Spring,100,340,781,5
23-04-2023,S005,P0012,Groceries,West,180,43,198,51.56,14.87,0,Rainy,1,17.68,Autumn,133,155,556,6
26-04-2023,S001,P0012,Groceries,West,272,272,181,283.11,63.99,15,Sunny,0,66.62,Winter,195,180,942,2
27-04-2023,S003,P0012,Groceries,East,459,98,83,116.99,27.29,0,Snowy,0,22.83,Spring,105,272,1136,3
27-04-2023,S004,P0012,Groceries,West,215,11,85,16.24,84.15,10,Rainy,0,86.73,Winter,69,459,872,3
29-04-2023,S001,P0012,Groceries,North,156,51,152,47.85,95.31,10,Cloudy,0,97.88,Winter,72,215,907,5
29-04-2023,S003,P0012,Groceries,North,90,39,166,55.74,76.13,0,Rainy,1,71.48,Autumn,264,156,945,5
30-04-2023,S002,P0012,Groceries,East,454,428,200,419.31,91.49,0,Sunny,1,90.55,Autumn,42,90,979,6
01-05-2023,S003,P0012,Groceries,West,429,237,30,254.73,40.01,10,Cloudy,0,42.03,Autumn,43,454,982,0
02-05-2023,S004,P0012,Groceries,North,151,8,190,25.09,79.3,5,Rainy,1,82.54,Winter,272,429,599,1
03-05-2023,S002,P0012,Groceries,South,315,133,38,149.75,28.26,20,Cloudy,0,29.19,Summer,98,151,545,2
05-05-2023,S002,P0012,Groceries,West,161,49,85,40.08,27.58,0,Sunny,1,29.04,Summer,11,315,759,4
05-05-2023,S004,P0012,Groceries,South,189,85,34,85.44,38.62,0,Cloudy,1,40.9,Winter,51,161,720,4
06-05-2023,S001,P0012,Groceries,West,60,42,186,33.87,19.81,5,Rainy,1,17.2,Spring,39,189,1013,5
06-05-2023,S003,P0012,Groceries,North,73,45,76,39.6,74.07,15,Cloudy,1,78.06,Spring,428,60,1027,5
08-05-2023,S002,P0012,Groceries,North,470,183,192,199.56,22.82,20,Cloudy,0,18.17,Autumn,237,73,1199,0
08-05-2023,S005,P0012,Groceries,East,241,222,169,239.35,77.82,0,Rainy,0,77.22,Winter,8,470,1162,0
09-05-2023,S002,P0012,Groceries,South,273,94,57,95.64,76.9,10,Rainy,1,75.01,Winter,133,241,1105,1
09-05-2023,S003,P0012,Groceries,West,457,342,99,360.68,30.72,5,Snowy,0,29.83,Winter,49,273,1019,1
10-05-2023,S001,P0012,Groceries,West,139,99,127,98.16,63.24,5,Rainy,1,59.15,Summer,85,457,1086,2
11-05-2023,S003,P0012,Groceries,East,262,214,142,227.39,92.18,15,Rainy,0,93.33,Spring,42,139,790,3
12-05-2023,S002,P0012,Groceries,North,266,8,30,-0.5,91.1,0,Snowy,0,91.78,Spring,45,262,743,4
12-05-2023,S003,P0012,Groceries,South,245,126,49,126.97,11.6,15,Rainy,1,7.32,Winter,183,266,619,4
13-05-2023,S001,P0012,Groceries,North,325,136,188,134.94,17.38,5,Snowy,1,16.15,Autumn,222,245,810,5
13-05-2023,S002,P0012,Groceries,South,169,161,97,152.01,19.79,5,Cloudy,0,18.11,Spring,94,325,781,5
15-05-2023,S004,P0012,Groceries,West,92,46,29,43.28,81.39,0,Sunny,0,82.64,Summer,342,169,653,0
17-05-2023,S002,P0012,Groceries,West,105,52,142,63.16,97.02,10,Cloudy,0,93.52,Spring,99,92,616,2
20-05-2023,S003,P0012,Groceries,North,144,90,69,104.62,18.32,20,Rainy,0,16.39,Winter,214,105,787,5
20-05-2023,S004,P0012,Groceries,North,275,199,145,207.35,98.82,10,Sunny,0,96.55,Spring,8,144,857,5
21-05-2023,S004,P0012,Groceries,North,432,97,141,93.39,34.8,0,Cloudy,0,36.05,Autumn,126,275,1229,6
24-05-2023,S001,P0012,Groceries,West,479,8,108,5.32,41.39,15,Rainy,1,45.27,Autumn,136,432,1206,2
24-05-2023,S002,P0012,Groceries,East,125,124,118,114.48,19.8,0,Snowy,0,18.93,Spring,161,479,1246,2
25-05-2023,S001,P0012,Groceries,South,379,217,134,230.42,70.22,10,Cloudy,1,68.83,Spring,46,125,1260,3
26-05-2023,S002,P0012,Groceries,West,220,122,70,130.84,47.74,5,Sunny,0,49.38,Summer,52,379,1166,4
26-05-2023,S004,P0012,Groceries,South,491,462,199,472.82,50.32,20,Rainy,0,54.85,Winter,90,220,987,4
26-05-2023,S005,P0012,Groceries,East,324,176,191,188.86,63.02,5,Cloudy,0,63.3,Spring,199,491,1253,4
29-05-2023,S002,P0012,Groceries,East,411,137,87,133,96.15,20,Sunny,1,94.37,Autumn,97,324,965,0
29-05-2023,S003,P0012,Groceries,South,265,22,177,23.33,17.48,10,Cloudy,0,16.9,Summer,8,411,932,0
29-05-2023,S004,P0012,Groceries,North,132,30,100,38.55,85.42,5,Snowy,1,81.34,Spring,124,265,1017,0
30-05-2023,S001,P0012,Groceries,East,308,38,187,42.37,87.31,5,Cloudy,1,87.13,Autumn,217,132,1016,1
30-05-2023,S002,P0012,Groceries,West,431,388,66,397.59,86.19,15,Sunny,0,81.61,Spring,122,308,1125,1
30-05-2023,S005,P0012,Groceries,West,290,174,51,177.26,51.87,20,Rainy,1,47.63,Winter,462,431,1413,1
31-05-2023,S004,P0012,Groceries,West,151,143,93,148.21,95.73,20,Sunny,0,95.41,Autumn,176,290,1026,2
02-06-2023,S002,P0012,Groceries,South,310,222,71,237.93,18.36,5,Rainy,0,16.03,Autumn,137,151,915,4
02-06-2023,S003,P0012,Groceries,South,81,21,89,13.11,59.52,10,Snowy,1,62.68,Summer,22,310,772,4
03-06-2023,S003,P0012,Groceries,South,147,139,35,144.62,43.84,20,Sunny,0,39.78,Autumn,30,81,796,5
03-06-2023,S004,P0012,Groceries,West,447,326,25,326.02,26.15,10,Sunny,0,26.44,Spring,38,147,790,5
05-06-2023,S002,P0012,Groceries,South,197,1,41,19.88,43.11,15,Rainy,0,42.19,Summer,388,447,702,0
08-06-2023,S003,P0012,Groceries,North,183,63,144,59.97,39.13,0,Snowy,1,39.06,Summer,174,197,490,3
09-06-2023,S001,P0012,Groceries,North,79,0,74,-7.76,33.6,20,Sunny,0,36.03,Summer,143,183,650,4
10-06-2023,S005,P0012,Groceries,East,250,246,73,258.24,52.62,20,Rainy,1,51.91,Spring,222,79,712,5
12-06-2023,S001,P0012,Groceries,South,125,15,75,21.77,42.9,0,Cloudy,0,47.61,Spring,21,250,784,0
13-06-2023,S003,P0012,Groceries,South,357,51,156,58.05,44.44,15,Rainy,1,47.13,Winter,139,125,585,1
14-06-2023,S001,P0012,Groceries,North,125,114,51,107.74,55.96,15,Sunny,1,58.19,Summer,326,357,939,2
15-06-2023,S004,P0012,Groceries,West,318,161,140,165.74,36.53,0,Sunny,1,40.69,Spring,1,125,1003,3
16-06-2023,S001,P0012,Groceries,South,216,125,77,129.45,90.98,15,Cloudy,0,91.7,Summer,63,318,1109,4
17-06-2023,S004,P0012,Groceries,West,417,72,96,75.02,60.12,5,Snowy,0,59.55,Winter,0,216,1000,5
20-06-2023,S005,P0012,Groceries,East,313,47,139,57.84,99.6,5,Snowy,0,104.29,Spring,246,417,1001,1
21-06-2023,S005,P0012,Groceries,South,387,369,42,381.34,54.46,5,Cloudy,0,53.47,Spring,15,313,974,2
22-06-2023,S005,P0012,Groceries,South,309,115,78,120.04,92.89,0,Snowy,1,92.56,Spring,51,387,948,3
25-06-2023,S001,P0012,Groceries,East,328,220,108,237.46,28.37,0,Sunny,1,23.44,Winter,114,309,657,6
25-06-2023,S003,P0012,Groceries,North,112,52,62,50.27,91.47,20,Rainy,1,95.29,Spring,161,328,827,6
26-06-2023,S001,P0012,Groceries,East,242,126,183,141.54,30.19,15,Cloudy,1,33.55,Autumn,125,112,754,0
29-06-2023,S001,P0012,Groceries,East,75,45,163,41.13,62.39,0,Sunny,1,64.57,Winter,72,242,848,3
02-07-2023,S001,P0012,Groceries,North,52,21,50,21.8,10.89,10,Snowy,0,12.95,Spring,47,75,1109,6
03-07-2023,S005,P0012,Groceries,North,95,78,126,93,17.82,15,Snowy,0,17.08,Spring,369,52,1093,0
04-07-2023,S002,P0012,Groceries,West,393,285,110,295.35,38.42,0,Rainy,1,34.48,Spring,115,95,1450,1
04-07-2023,S005,P0012,Groceries,South,254,147,57,144.88,50.94,5,Cloudy,1,52.01,Spring,220,393,1376,1
06-07-2023,S001,P0012,Groceries,South,240,146,59,136.94,60.57,10,Snowy,0,55.76,Spring,52,254,1222,3
07-07-2023,S005,P0012,Groceries,North,396,387,25,391.87,25.26,0,Sunny,1,21.52,Winter,126,240,1419,4
11-07-2023,S005,P0012,Groceries,West,87,29,125,28.88,17.44,15,Cloudy,0,18.41,Spring,45,396,1429,1
13-07-2023,S001,P0012,Groceries,East,407,378,51,381.54,55.79,15,Sunny,0,56.98,Winter,21,87,1333,3
13-07-2023,S002,P0012,Groceries,West,60,4,121,-3.38,29.13,5,Sunny,0,30.35,Spring,78,407,1317,3
13-07-2023,S004,P0012,Groceries,West,152,131,192,124.01,62.61,20,Rainy,1,64.03,Spring,285,60,1151,3
14-07-2023,S003,P0012,Groceries,East,495,344,93,347.7,75.6,15,Cloudy,1,73.08,Summer,147,152,1344,4
15-07-2023,S005,P0012,Groceries,North,491,156,82,169.91,67.19,5,Rainy,1,66.25,Spring,146,495,1429,5
16-07-2023,S003,P0012,Groceries,West,414,291,49,301.86,93,10,Cloudy,1,90.25,Summer,387,491,1092,6
18-07-2023,S002,P0012,Groceries,West,64,13,140,21.05,42.74,5,Cloudy,1,38.09,Autumn,29,414,1051,1
18-07-2023,S004,P0012,Groceries,North,369,212,158,228.29,30.92,15,Cloudy,0,28.68,Winter,378,64,777,1
19-07-2023,S002,P0012,Groceries,East,360,197,98,202.49,53.61,10,Sunny,0,57.61,Spring,4,369,796,2
20-07-2023,S004,P0012,Groceries,South,381,216,70,231.48,93.97,10,Cloudy,1,97.6,Autumn,131,360,619,3
20-07-2023,S005,P0012,Groceries,East,64,7,142,7.8,83.52,5,Rainy,0,88.5,Summer,344,381,821,3
21-07-2023,S004,P0012,Groceries,East,374,115,23,127.22,21.52,5,Rainy,0,25.89,Winter,156,64,675,4
22-07-2023,S005,P0012,Groceries,North,215,17,58,10.67,14.06,0,Snowy,0,15.38,Autumn,291,374,920,5
